county_name,total,under1,under10k,under25k,under50k,under75k,under100k,under200k,over200k,fipscode
Tioga County,23760,240,3850,5310,5640,3540,2320,2510,350,42117
Tompkins County,40830,600,6280,8030,9820,5520,3600,5250,1730,36109
Ulster County,85810,1620,13760,17890,18920,12190,8400,10860,2170,36111
Warren County,33940,510,5970,7670,7640,4640,2920,3730,860,51187
Washington County,28450,420,4400,6700,7400,4320,2640,2300,270,55131
Wayne County,44360,420,6940,9900,11050,6660,4420,4420,550,54099
Westchester County,482950,8630,70890,82230,86590,59190,40900,75290,59230,36119
Wyoming County,18280,210,2790,3870,4790,3030,1850,1570,170,54109
Yates County,11100,200,1880,2720,2730,1600,930,880,160,36123
Adams County,10830,170,1790,3050,2950,1440,770,600,60,55001
Allen County,47740,420,8360,11740,12330,6460,4160,3460,810,39003
Ashland County,24460,290,3880,5740,6910,3750,2090,1540,260,55003
Ashtabula County,44900,590,7850,11740,12060,6380,3350,2610,320,39007
Athens County,21850,250,4040,5490,5560,2870,1620,1670,350,39009
Auglaize County,23490,210,3750,4670,6340,3850,2350,1990,330,39011
Belmont County,31140,250,4910,7810,7510,4200,2830,2770,860,39013
Brown County,19310,230,3090,4700,5480,2930,1580,1170,130,55009
Butler County,171870,1580,26640,36520,41140,24100,16570,20770,4550,42019
Carroll County,12960,160,1890,2970,3540,2090,1160,940,210,51035
Champaign County,18410,190,2680,4130,5000,3080,1750,1400,180,39021
Clark County,63780,560,10380,16550,16680,9000,5320,4560,730,55019
Clermont County,96090,840,13970,19700,23170,13990,9550,11890,2980,39025
Clinton County,19090,240,3200,4360,5210,2870,1550,1420,240,42035
Columbiana County,48190,530,7850,12020,13270,6970,3970,3070,510,39029
Coshocton County,16240,220,2750,4260,4510,2300,1250,810,140,39031
Crawford County,20430,230,3400,5190,6230,2790,1450,1000,140,55023
Cuyahoga County,629390,8090,104710,153010,158330,83700,47510,54240,19800,39035
Darke County,25260,380,4130,5690,7560,3630,1990,1600,280,39037
Defiance County,18890,190,2940,4230,5230,2910,1780,1390,220,39039
Delaware County,88440,1020,11900,11270,14220,12000,10580,19410,8040,42045
Erie County,39580,440,6960,9530,9770,5560,3420,3180,720,42049
Fairfield County,69380,710,10690,13450,16250,10810,7370,8530,1570,45039
Fayette County,13230,150,2380,3340,3890,1700,880,720,170,54019
Franklin County,603580,5680,90010,141060,157920,82790,50020,58600,17500,53021
Fulton County,20960,210,3190,4480,5630,3440,2040,1670,300,42057
Gallia County,12130,150,1940,3210,3160,1690,1010,810,160,39053
Geauga County,47460,710,7550,7690,9780,6870,4790,7020,3050,39055
Greene County,75250,810,11400,14630,16040,11390,7890,10690,2400,51079
Guernsey County,18110,230,3190,4620,4860,2430,1360,1120,300,39059
Hamilton County,398800,4530,64050,91520,97030,52250,32050,40410,16960,48193
Hancock County,36980,360,5710,8030,9680,5270,3370,3540,1020,54029
Hardin County,13140,120,2100,3070,3760,2020,1130,830,110,48199
Harrison County,6650,60,1060,1610,1740,970,590,490,130,54033
Henry County,14000,130,2110,3050,3590,2340,1460,1140,180,51089
Highland County,18250,250,3160,4760,5330,2430,1250,930,140,51091
Hocking County,12490,150,2040,3190,3550,1760,960,720,120,39073
Holmes County,16750,230,2350,4240,5610,2190,1000,850,280,39075
Huron County,28540,250,4780,6660,8030,4260,2480,1790,290,39077
Jackson County,13580,160,2080,3630,3830,1970,1040,760,110,55053
Jefferson County,30850,270,5060,8010,7930,4500,2640,2120,320,55055
Knox County,27220,350,4240,6140,7390,4280,2400,2060,360,48275
Lake County,122020,1280,18280,24470,30960,19380,12150,12830,2670,47095
Lawrence County,25500,190,4030,6860,6660,3570,2180,1740,270,47099
Licking County,80500,800,12480,17290,19240,12430,8180,8540,1540,39089
Logan County,22380,210,3540,4960,5920,3610,2080,1780,280,54045
Lorain County,146770,1380,23290,32600,35190,21930,14010,15120,3250,39093
Lucas County,201710,2160,34670,51210,49870,26780,15860,16670,4490,39095
Madison County,18940,180,2810,3980,4890,2900,1790,1990,400,51113
Mahoning County,112760,1410,20020,29110,27830,15290,8730,8260,2110,39099
Marion County,27950,260,4450,7190,8020,3840,2140,1740,310,54049
Medina County,89940,930,13390,15560,19970,14170,10150,12730,3040,48325
Meigs County,9110,90,1440,2510,2400,1320,730,560,60,47121
Mercer County,20910,240,3470,4030,5980,3170,2000,1620,400,54055
Miami County,50750,540,7750,10870,13080,7670,4910,4950,980,39109
Monroe County,6380,60,960,1470,1470,940,570,560,350,55081
Montgomery County,255850,2760,40910,64390,65050,35500,20700,21560,4980,51121
Morgan County,6010,110,1060,1520,1640,900,430,310,40,54065
Morrow County,15340,170,2240,3530,4310,2490,1360,1110,130,41049
Muskingum County,39110,470,6830,10170,10190,5500,2950,2510,490,39119
Noble County,5340,50,760,1220,1430,820,470,430,160,40103
OHIO,5536460,59720,881060,1269260,1397870,786400,479740,519610,142800,39000
Ottawa County,21660,260,3320,4600,5180,3460,2250,2180,410,40115
Paulding County,8960,100,1350,2020,2720,1350,780,540,100,39125
Perry County,15100,160,2520,3540,4270,2330,1270,900,110,47135
Pickaway County,24280,260,3590,5100,6230,3950,2550,2300,300,39129
Pike County,11110,130,1920,2970,2780,1580,810,840,80,42103
Portage County,75830,860,12050,16080,19150,11580,7140,7320,1650,55097
Preble County,19550,220,3060,4540,5460,3080,1810,1220,160,39135
Putnam County,17300,130,2720,3000,4830,2650,1900,1790,280,54079
Richland County,56710,630,9680,14650,15340,7900,4360,3500,650,55103
Ross County,32320,340,5210,7980,8480,4940,2780,2190,400,39141
Sandusky County,30030,230,4700,6970,8610,4700,2540,2000,280,39143
Scioto County,29210,370,4850,7960,7260,3990,2370,2060,350,39145
Seneca County,26430,260,4380,6320,7860,3720,2110,1530,250,39147
Shelby County,23830,240,3790,4880,6870,3570,2170,1920,390,48419
Stark County,183660,1890,30030,44360,47220,26470,15450,14620,3620,39151
Summit County,268070,3150,43490,60440,65970,37520,22680,26440,8380,49043
Trumbull County,100470,1050,16530,26090,27400,14340,7700,6180,1180,39155
Tuscarawas County,44930,420,6970,10700,12920,6900,3600,2790,630,39157
Union County,24270,230,3530,4030,5030,3960,2900,3780,810,47173
Van Wert County,14030,110,2270,3050,4180,2100,1180,950,190,39161
Vinton County,5190,60,820,1440,1550,710,370,210,30,39163
Warren County,104810,1080,15520,16630,20500,15310,11690,18160,5920,51187
Washington County,28920,280,4550,7170,7300,4210,2530,2290,590,55131
Wayne County,53850,580,8100,12280,15590,8080,4540,3820,860,54099
Williams County,18290,170,2870,4420,5580,2610,1450,970,220,39171
Wood County,60020,570,9090,11940,14100,9330,6190,7160,1640,55141
Wyandot County,11120,90,1670,2440,3470,1690,930,710,120,39175
Adair County,8000,110,1560,2630,2240,850,360,210,40,40001
Alfalfa County,2180,60,330,410,440,320,190,260,170,40003
Atoka County,5310,150,970,1410,1370,680,390,270,70,40005
Beaver County,2410,70,350,400,560,400,250,300,80,49001
Beckham County,9570,180,1440,1920,2030,1390,990,1190,430,40009
Blaine County,4200,90,670,910,1050,590,390,400,100,40011
Bryan County,16980,280,2800,4900,4480,2110,1180,990,240,40013
Caddo County,11030,230,1780,2830,2820,1520,860,840,150,40015
Canadian County,56870,520,6910,9970,13230,9340,6890,8350,1660,40017
Carter County,21130,260,3310,5240,5370,2880,1670,1820,580,47019
Cherokee County,17530,220,3120,5010,4460,2170,1310,1020,220,48073
Choctaw County,5790,140,1150,1730,1420,640,370,280,60,40023
Cimarron County,1160,50,200,280,290,140,90,80,30,40025
Cleveland County,117550,1240,16030,24270,28420,17820,11920,14340,3510,40027
Coal County,2070,60,320,480,550,310,160,160,30,40029
Comanche County,48990,480,8010,12740,12840,6770,3920,3630,600,48093
Cotton County,2480,60,390,590,650,360,210,190,30,40033
Craig County,5520,170,940,1520,1420,680,400,330,60,51045
Creek County,29310,410,4480,6550,7680,4270,2640,2610,670,40037
Custer County,12000,180,1960,2670,2750,1620,1170,1310,340,46033
Delaware County,15520,370,2650,4440,3930,1900,1000,980,250,42045
Dewey County,2180,70,330,430,490,330,220,250,60,46041
Ellis County,1870,40,290,340,390,290,210,210,100,48139
Garfield County,27960,290,4170,6720,6800,4140,2470,2570,800,53023
Garvin County,11160,250,1730,2640,2880,1620,910,890,240,40049
Grady County,21530,330,3030,4520,4980,3170,2320,2620,560,40051
Grant County,1980,70,260,370,440,300,200,230,110,55043
Greer County,2020,50,320,520,530,280,160,130,30,40055
Harmon County,1020,40,180,280,250,140,70,60,0,40057
Harper County,1710,40,230,310,480,260,170,190,30,40059
Haskell County,4660,130,830,1270,1110,640,340,280,60,48207
Hughes County,4780,120,800,1350,1210,600,330,310,60,46065
Jackson County,10810,120,1650,2720,2850,1480,980,840,170,55053
Jefferson County,2280,100,410,580,530,330,160,140,30,55055
Johnston County,4210,90,690,1080,1150,610,300,240,50,40069
Kay County,19350,210,3210,5090,4720,2470,1530,1650,470,40071
Kingfisher County,6850,150,930,1240,1490,1130,750,870,290,40073
Kiowa County,3690,100,650,930,940,520,240,260,50,40075
Latimer County,4310,70,750,1130,1080,580,330,300,70,40077
Le Flore County,18070,290,3260,5180,4370,2310,1330,1110,220,40079
Lincoln County,13670,260,2040,3260,3600,2070,1190,1090,160,56023
Logan County,18000,280,2670,3790,3990,2480,1750,2420,620,54045
Love County,4160,80,620,1050,1230,570,300,260,50,40085
Major County,3420,90,460,640,770,570,400,390,100,40093
Marshall County,6250,130,990,1700,1690,840,440,360,100,54051
Mayes County,16030,300,2570,3860,4150,2330,1460,1150,210,40097
McClain County,16270,260,2170,3210,3710,2430,1800,2180,510,40087
McCurtain County,12690,300,2370,3920,3180,1430,770,600,120,40089
McIntosh County,7680,160,1340,2180,1990,950,530,440,90,40091
Murray County,5670,100,840,1370,1570,790,480,410,110,40099
Muskogee County,27320,390,4390,7290,7080,3690,2180,1920,380,40101
Noble County,4850,80,670,1010,1240,710,510,530,100,40103
Nowata County,4260,90,680,1100,1040,600,390,310,50,40105
OKLAHOMA,1630460,22420,245650,386840,410700,221770,138180,157460,47440,40000
Okfuskee County,3980,80,640,1120,1110,510,270,220,30,40107
Oklahoma County,337960,3790,48080,83480,89160,42810,25340,32170,13130,40109
Okmulgee County,15280,240,2550,4070,4070,1960,1230,980,180,40111
Osage County,17710,270,2820,3920,4380,2510,1630,1830,350,40113
Ottawa County,13140,230,2500,3890,3390,1580,830,590,130,40115
Pawnee County,6370,140,990,1470,1610,930,580,550,100,40117
Payne County,28900,390,4870,6990,6480,3830,2480,3040,820,40119
Pittsburg County,18290,330,3060,4670,4500,2560,1480,1400,290,40121
Pontotoc County,16260,250,2910,4000,4180,1960,1240,1360,360,40123
Pottawatomie County,28970,400,4580,7420,7490,4220,2240,2160,460,40125
Pushmataha County,4250,100,800,1220,1100,500,280,220,30,40127
Roger Mills County,1610,40,230,250,330,240,180,220,120,40129
Rogers County,39140,450,5560,7630,9130,5800,4220,5180,1170,40131
Seminole County,9400,150,1590,2660,2450,1190,650,570,140,40133
Sequoyah County,15630,250,2870,4560,3950,1950,1050,830,170,40135
Stephens County,18430,270,2800,4240,4270,2630,1820,1890,510,48429
Texas County,9920,120,1270,2320,3400,1210,750,690,160,40139
Tillman County,2990,70,450,790,910,390,190,160,30,40141
Tulsa County,283420,3400,41700,65180,72040,36600,22710,30020,11770,40143
Wagoner County,31570,430,4440,6270,7480,5020,3470,3800,660,40145
Washington County,23350,270,3540,5160,5260,3190,2090,2860,980,55131
Washita County,4750,130,660,990,1130,780,500,460,100,40149
Woods County,3930,80,580,850,830,560,400,400,230,40151
Woodward County,9240,180,1320,1760,2140,1450,990,1110,290,40153
Baker County,6890,240,1140,1710,1710,940,570,500,80,41001
Benton County,36930,660,6490,7360,7080,4790,3560,5490,1500,53005
Clackamas County,186450,3080,24190,34200,40170,27420,19820,28240,9330,41005
Clatsop County,17510,330,2760,4290,4280,2510,1590,1440,310,41007
Columbia County,21740,330,2850,4350,4820,3710,2540,2830,310,55021
Coos County,26630,590,4350,7230,6560,3580,2070,1870,380,41011
Crook County,9030,300,1360,2190,2250,1320,790,700,120,56011
Curry County,10360,390,1800,2720,2420,1360,790,730,150,41015
Deschutes County,80980,2230,12450,17990,18020,10980,7250,9130,2930,41017
Douglas County,44740,980,7260,11730,11140,6310,3620,3100,600,55031
Gilliam County,830,0,120,170,200,160,90,90,0,41021
Grant County,3000,120,440,710,780,440,280,200,30,55043
Harney County,2980,130,600,810,670,380,200,170,20,41025
Hood River County,11410,200,1650,2690,2850,1550,940,1210,320,41027
Jackson County,95450,2170,15800,23910,22750,12710,7760,8220,2130,55053
Jefferson County,8980,210,1630,2340,2380,1100,690,540,90,55055
Josephine County,35100,920,6010,9680,8630,4520,2550,2270,520,41033
Klamath County,27040,620,4570,7090,6550,3690,2100,2050,370,41035
Lake County,3200,140,550,800,770,450,230,220,40,47095
Lane County,157980,2760,25720,38240,37630,21920,13450,14510,3750,41039
Lincoln County,21320,550,3450,5540,5040,2840,1750,1790,360,56023
Linn County,50540,780,7790,11960,12680,7940,4710,4150,530,41043
Malheur County,10700,300,1880,3050,2710,1320,670,640,130,41045
Marion County,137780,1840,20440,33960,35410,19370,11890,12580,2290,54049
Morrow County,4730,80,660,1090,1380,670,420,370,60,41049
Multnomah County,377000,6060,51630,85260,92760,52370,32530,41800,14590,41051
OREGON,1792240,31960,261750,402890,424570,251820,163240,200140,55870,41000
Polk County,32690,490,4750,6890,7380,5020,3480,4040,640,55095
Sherman County,890,30,150,190,190,130,80,90,30,48421
Tillamook County,11680,340,1930,2760,2970,1630,1000,870,180,41057
Umatilla County,31210,500,4460,8010,8250,4480,2620,2480,410,41059
Union County,10980,220,1760,2600,2740,1580,1010,910,160,47173
Wallowa County,3300,140,590,780,770,460,280,250,30,41063
Wasco County,10960,200,1700,2870,2820,1450,870,880,170,41065
Washington County,258170,3320,32610,48210,57610,36250,26740,41090,12340,55131
Wheeler County,570,40,110,150,120,70,50,30,0,48483
Yamhill County,42640,680,6110,9380,10110,6420,4270,4690,980,41071
Adams County,50590,610,8540,9830,11870,7770,5400,5640,930,55001
Allegheny County,628740,6510,104750,126310,147390,85630,57180,74480,26490,42003
Armstrong County,32510,310,5710,7150,8100,5100,3110,2700,330,48011
Beaver County,86400,800,15420,18010,20680,12460,8400,9130,1500,49001
Bedford County,22890,340,3970,5450,5960,3600,1970,1360,240,51019
Berks County,200370,2260,35160,42140,47520,27860,18680,22130,4620,42011
Blair County,59320,550,11160,14530,14440,8400,4850,4400,990,42013
Bradford County,28870,430,4800,6050,6920,4490,2710,2800,670,42015
Bucks County,326760,4460,52290,51090,62410,44340,33290,56530,22350,42017
Butler County,92950,890,16020,16320,19020,12880,9810,13800,4210,42019
Cambria County,64470,630,12480,15230,15220,9420,5810,4800,880,42021
Cameron County,2460,30,500,580,660,350,190,130,20,48061
Carbon County,30740,370,5430,6690,7780,4780,2890,2490,310,56007
Centre County,58680,720,9820,11370,12970,8100,5780,7740,2180,42027
Chester County,250620,3600,38500,35260,44590,30780,23780,48620,25490,47023
Clarion County,17230,240,3180,3970,4310,2550,1530,1240,210,42031
Clearfield County,36860,420,7220,8560,9140,5510,3080,2470,460,42033
Clinton County,17160,180,3130,3860,4370,2600,1560,1270,190,42035
Columbia County,29650,450,5420,6310,7340,4400,2530,2700,500,55021
Crawford County,38950,500,7430,9260,9740,5630,3220,2640,530,55023
Cumberland County,121730,1330,18760,21100,28130,18670,13060,16590,4090,51049
Dauphin County,139760,1460,23970,29380,34670,19540,12380,14630,3730,42043
Delaware County,274280,3270,43190,51170,60530,36950,24510,39150,15510,42045
Elk County,16550,170,3070,3550,4240,2640,1590,1050,240,42047
Erie County,130270,1430,25720,31270,29540,18110,11000,10600,2600,42049
Fayette County,61640,600,11300,15650,14650,8860,5210,4690,680,54019
Forest County,2320,40,450,590,590,350,160,140,0,55041
Franklin County,74840,800,11670,15080,19460,11840,7510,7330,1150,53021
Fulton County,6970,110,1180,1460,1870,1150,630,510,60,42057
Greene County,16020,130,2580,3340,3550,2380,1600,2030,410,51079
Huntingdon County,19050,220,3280,4290,4890,3110,1720,1340,200,42061
Indiana County,36630,490,6770,8280,8300,5450,3410,3300,630,42063
Jefferson County,21370,280,4100,5070,5300,3300,1800,1280,240,55055
Juniata County,11030,170,1900,2400,2930,1750,1030,730,120,42067
Lackawanna County,103180,1310,19740,23700,25240,13790,8280,8930,2190,42069
Lancaster County,258630,3030,44240,51510,61870,38980,25370,26970,6660,51103
Lawrence County,41970,410,8000,9490,10010,6110,3780,3540,630,47099
Lebanon County,67350,710,11670,14220,16340,10090,6570,6510,1240,42075
Lehigh County,178400,1990,31430,39140,41160,23230,15380,20090,5980,42077
Luzerne County,156010,1810,29010,37270,38930,20480,12600,13170,2740,42079
Lycoming County,55850,700,10050,13110,13110,8250,5060,4620,950,42081
McKean County,19240,230,3730,4380,4740,2880,1750,1290,240,42083
Mercer County,53810,660,10420,12620,12550,7790,4560,4270,940,54055
Mifflin County,20830,260,3840,5020,5480,3140,1670,1250,170,42087
Monroe County,77190,1130,13970,16950,16600,10900,7500,8730,1410,55081
Montgomery County,415060,6030,63680,61300,78400,56090,41980,73320,34260,51121
Montour County,9120,100,1540,1810,2080,1390,780,1010,410,42093
Northampton County,148760,1720,25130,28770,32830,20780,15040,19770,4720,51131
Northumberland County,43730,490,8260,10070,11330,6480,3660,3000,440,51133
